1,17.328915764888126
2,15.123390823602676
3,13.191520747211245
4,11.677318861087164
5,10.479406989283031
6,9.731237338648903
7,9.07182502746582
8,8.613019264406628
9,8.246199889315498
10,7.970759491125743
11,7.743448416392009
12,7.544032497538461
13,7.369103180037604
14,7.215688155757056
15,7.06873204310735
16,6.938468290699853
17,6.812698380814658
18,6.6982947786649065
19,6.591971457004547
20,6.491082105371687
21,6.390048046906789
22,6.297249277432759
23,6.2052840358681145
24,6.1194460193316145
25,6.035953342914581
26,5.958085649543339
27,5.880974137120777
28,5.808837066094081
29,5.739427046643363
30,5.6750472419791755
31,5.61294686794281
32,5.557677070299785
33,5.5062528649965925
34,5.4569033616118965
35,5.410783307419883
36,5.365564614534378
37,5.319635225666894
38,5.2758223745557995
39,5.234146962563197
40,5.194056577152676
41,5.152271144919926
42,5.11265786157714
43,5.075704869296816
44,5.0399546855025825
45,5.006271044413249
46,4.974019947979185
47,4.941718906164169
48,4.909962101115121
49,4.879831522703171
50,4.85017106268141
