1,17.03734741449356
2,14.844375721216203
3,13.067001324892043
4,11.635653299093246
5,10.65253093123436
6,9.941015182733535
7,9.38918764233589
8,8.941610553264617
9,8.55522266149521
10,8.222175395488739
11,7.945075517296791
12,7.69527787566185
1,17.03734741449356
2,14.844375721216203
3,13.067001324892043
4,11.635653299093246
5,10.65253093123436
6,9.941015182733535
7,9.38918764233589
8,8.941610553264617
9,8.55522266149521
10,8.222175395488739
1,17.325257894065643
2,14.99351610408889
3,13.043251421716478
4,11.423751970132193
5,10.302987409962547
6,9.498158895307117
7,8.921279033025106
8,8.48995253443718
9,8.142547465033001
10,7.873749487929874
11,7.65784413781431
12,7.467977687716484
13,7.298552307817671
14,7.149541344907549
15,7.00310764213403
16,6.864022663897938
17,6.727716553542349
18,6.599367183115747
19,6.475090392761761
20,6.358870257933934
21,6.24920775824123
22,6.152855354878637
23,6.056541704469257
24,5.967411307824983
25,5.883838189972772
26,5.801256979505221
27,5.726243004202843
28,5.659897964861658
29,5.596166824301084
30,5.534731974204381
31,5.475360701481502
32,5.41683611439334
33,5.360475601421462
34,5.308277727829085
35,5.255944122870763
36,5.205884243051211
37,5.158892926242617
38,5.112950848208533
39,5.067665355073081
40,5.025339181224505
41,4.984927162528038
42,4.948504734370443
43,4.9141928189330635
44,4.880970956550704
45,4.849464504255189
46,4.818694770336151
47,4.789303711718983
48,4.760907337069511
49,4.733369125260247
50,4.7069503797425165
