1,19.05621074636777
2,18.387913859552807
3,17.794179419676464
4,17.225073340866302
5,16.674626886844635
6,16.132745928234524
7,15.581991583108902
8,15.0596251587073
9,14.558304670784208
10,14.086578044626448
11,13.626606312063005
12,13.176254159874386
13,12.726111402114233
14,12.297825710641014
15,11.906764662928051
16,11.538667245043648
17,11.182236472765604
18,10.835072563754188
19,10.491988549629847
20,10.160461799965965
21,9.842867725425297
22,9.55185494158003
23,9.270388391282824
24,8.997935162650215
25,8.729806019200218
26,8.473304424020979
27,8.225175460179647
28,7.985336754057142
29,7.7565687066978874
30,7.54368966155582
31,7.335578080680635
32,7.136561499701606
33,6.94461327791214
34,6.756652545597818
35,6.578775437341796
36,6.400573760271072
37,6.234820018212001
38,6.078431980477439
39,5.92977740863959
40,5.786568383375804
41,5.647615046964751
42,5.517494009600745
43,5.39057015048133
44,5.272260573175219
45,5.15889737341139
46,5.055106699466705
47,4.952470127079222
48,4.856663617822859
49,4.760651426182853
50,4.675675279564327


