1,18.206863714589012
2,17.30049599872695
3,16.171130531364017
4,15.226809670527777
5,14.52438136935234
6,13.890668276283476
7,13.369820998774635
8,12.695881876680586
9,12.339840518103706
10,11.89151594042778
11,11.64713184701072
12,11.42267703347736
13,11.178390069140328
14,10.872697826888826
15,10.593922131591373
16,10.438918153444925
17,10.321367045243582
18,10.082381980286705
19,9.869243035713831
20,9.697641091214287
21,9.606052454974916
22,9.528701984220081
23,9.457196470763948
24,9.385848422845205
25,9.430449204312431
26,9.557129889726639
27,9.405579030513763
28,9.297175620992979
29,9.192738158835304
30,9.098417396346727
31,8.86687439514531
32,8.684731860955557
33,8.612838243444761
34,8.662359848618507
35,8.67230593164762
36,8.704758932193121
37,8.550654944446352
38,8.515941262245178
39,8.514210045337677
40,8.418138512306744
41,8.38610720468892
42,8.387847814295027
43,8.629749900764889
44,8.634236908621258
45,8.621129049195183
46,8.720132340987524
47,8.822977304458618
48,8.847826818625132
49,8.749362895886103
50,8.596033387713963
